year,region,division,state,population,group,subgroup,metric,val,upper,lower
2017,South,South Atlantic,Florida,20789209.05,Payer,Private,Spending per capita,2932,3232,2635
2017,South,South Atlantic,Florida,20789209.05,Payer,Private,Standardized spending per capita,3229,3581,2889
2017,South,South Atlantic,Florida,20789209.05,TOC,Dental,Spending per capita,369,388,351
2017,South,South Atlantic,Florida,20789209.05,TOC,Home health,Spending per capita,358,431,295
2017,South,South Atlantic,Florida,20789209.05,TOC,Hospital,Spending per capita,3317,3432,3193
2017,South,South Atlantic,Florida,20789209.05,TOC,Other TOC,Spending per capita,597,637,561
2017,South,South Atlantic,Florida,20789209.05,TOC,Other professional,Spending per capita,356,382,333
2017,South,South Atlantic,Florida,20789209.05,TOC,Pharmaceuticals,Spending per capita,1448,1598,1313
2017,South,South Atlantic,Florida,20789209.05,TOC,Physician/clinical services,Spending per capita,2534,2628,2453
2017,South,South Atlantic,Florida,20789209.05,TOC,Skilled nursing,Spending per capita,510,523,496
2017,South,South Atlantic,Florida,20789209.05,Total,Total,Spending per capita,9487,9608,9367
2017,South,South Atlantic,Florida,20789209.05,Total,Total,Standardized spending per capita,10029,10200,9907
2017,South,South Atlantic,Georgia,10466047.94,Payer,Medicaid,Spending per capita,1039,1172,907
2017,South,South Atlantic,Georgia,10466047.94,Payer,Medicaid,Standardized spending per capita,1145,1302,993
2017,South,South Atlantic,Georgia,10466047.94,Payer,Medicare,Spending per capita,1837,1962,1717
2017,South,South Atlantic,Georgia,10466047.94,Payer,Medicare,Standardized spending per capita,2163,2314,2021
2017,South,South Atlantic,Georgia,10466047.94,Payer,OOP and other payers,Spending per capita,1917,2085,1750
2017,South,South Atlantic,Georgia,10466047.94,Payer,OOP and other payers,Standardized spending per capita,2330,2574,2075
2017,South,South Atlantic,Georgia,10466047.94,Payer,Private,Spending per capita,3205,3350,3053
2017,South,South Atlantic,Georgia,10466047.94,Payer,Private,Standardized spending per capita,3907,4109,3717
2017,South,South Atlantic,Georgia,10466047.94,TOC,Dental,Spending per capita,367,386,349
2017,South,South Atlantic,Georgia,10466047.94,TOC,Home health,Spending per capita,207,240,178
2017,South,South Atlantic,Georgia,10466047.94,TOC,Hospital,Spending per capita,3055,3148,2954
2017,South,South Atlantic,Georgia,10466047.94,TOC,Other TOC,Spending per capita,484,524,445
2017,South,South Atlantic,Georgia,10466047.94,TOC,Other professional,Spending per capita,265,293,239
2017,South,South Atlantic,Georgia,10466047.94,TOC,Pharmaceuticals,Spending per capita,1128,1227,1035
2017,South,South Atlantic,Georgia,10466047.94,TOC,Physician/clinical services,Spending per capita,2169,2267,2085
2017,South,South Atlantic,Georgia,10466047.94,TOC,Skilled nursing,Spending per capita,322,343,304
2017,South,South Atlantic,Georgia,10466047.94,Total,Total,Spending per capita,7997,8122,7873
2017,South,South Atlantic,Georgia,10466047.94,Total,Total,Standardized spending per capita,9653,9770,9564
2017,South,South Atlantic,Maryland,6080687.802,Payer,Medicaid,Spending per capita,1755,2045,1462
2017,South,South Atlantic,Maryland,6080687.802,Payer,Medicaid,Standardized spending per capita,1659,1941,1374
2017,South,South Atlantic,Maryland,6080687.802,Payer,Medicare,Spending per capita,2123,2294,1959
2017,South,South Atlantic,Maryland,6080687.802,Payer,Medicare,Standardized spending per capita,2014,2175,1855
2017,South,South Atlantic,Maryland,6080687.802,Payer,OOP and other payers,Spending per capita,2786,3208,2361
2017,South,South Atlantic,Maryland,6080687.802,Payer,OOP and other payers,Standardized spending per capita,2980,3465,2513
2017,South,South Atlantic,Maryland,6080687.802,Payer,Private,Spending per capita,3490,3791,3239
2017,South,South Atlantic,Maryland,6080687.802,Payer,Private,Standardized spending per capita,2961,3209,2736
2017,South,South Atlantic,Maryland,6080687.802,TOC,Dental,Spending per capita,420,440,401
2017,South,South Atlantic,Maryland,6080687.802,TOC,Home health,Spending per capita,227,246,210
2017,South,South Atlantic,Maryland,6080687.802,TOC,Hospital,Spending per capita,3977,4093,3865
2017,South,South Atlantic,Maryland,6080687.802,TOC,Other TOC,Spending per capita,719,755,683
2017,South,South Atlantic,Maryland,6080687.802,TOC,Other professional,Spending per capita,336,379,294
2017,South,South Atlantic,Maryland,6080687.802,TOC,Pharmaceuticals,Spending per capita,1331,1475,1201
2017,South,South Atlantic,Maryland,6080687.802,TOC,Physician/clinical services,Spending per capita,2452,2548,2344
2017,South,South Atlantic,Maryland,6080687.802,TOC,Skilled nursing,Spending per capita,692,723,662
2017,South,South Atlantic,Maryland,6080687.802,Total,Total,Spending per capita,10154,10214,10093
2017,South,South Atlantic,Maryland,6080687.802,Total,Total,Standardized spending per capita,9692,9765,9622
2017,South,South Atlantic,North Carolina,10241152.12,Payer,Medicaid,Spending per capita,1416,1603,1243
2017,South,South Atlantic,North Carolina,10241152.12,Payer,Medicaid,Standardized spending per capita,1442,1650,1264
2017,South,South Atlantic,North Carolina,10241152.12,Payer,Medicare,Spending per capita,2112,2331,1915
2017,South,South Atlantic,North Carolina,10241152.12,Payer,Medicare,Standardized spending per capita,1782,1961,1608
2017,South,South Atlantic,North Carolina,10241152.12,Payer,OOP and other payers,Spending per capita,2358,2711,1985
2017,South,South Atlantic,North Carolina,10241152.12,Payer,OOP and other payers,Standardized spending per capita,2589,2990,2161
2017,South,South Atlantic,North Carolina,10241152.12,Payer,Private,Spending per capita,2785,3258,2315
2017,South,South Atlantic,North Carolina,10241152.12,Payer,Private,Standardized spending per capita,3305,3893,2746
2017,South,South Atlantic,North Carolina,10241152.12,TOC,Dental,Spending per capita,409,425,392
2017,South,South Atlantic,North Carolina,10241152.12,TOC,Home health,Spending per capita,244,265,224
2017,South,South Atlantic,North Carolina,10241152.12,TOC,Hospital,Spending per capita,3405,3517,3293
2017,South,South Atlantic,North Carolina,10241152.12,TOC,Other TOC,Spending per capita,492,656,346
2017,South,South Atlantic,North Carolina,10241152.12,TOC,Other professional,Spending per capita,263,272,254
2017,South,South Atlantic,North Carolina,10241152.12,TOC,Pharmaceuticals,Spending per capita,1464,1642,1303
2017,South,South Atlantic,North Carolina,10241152.12,TOC,Physician/clinical services,Spending per capita,1892,1980,1801
2017,South,South Atlantic,North Carolina,10241152.12,TOC,Skilled nursing,Spending per capita,502,519,483
2017,South,South Atlantic,North Carolina,10241152.12,Total,Total,Spending per capita,8671,8983,8358
2017,South,South Atlantic,North Carolina,10241152.12,Total,Total,Standardized spending per capita,9475,9617,9356
2017,South,South Atlantic,South Carolina,4996673.417,Payer,Medicaid,Spending per capita,1230,1491,997
2017,South,South Atlantic,South Carolina,4996673.417,Payer,Medicaid,Standardized spending per capita,1310,1599,1054
2017,South,South Atlantic,South Carolina,4996673.417,Payer,Medicare,Spending per capita,2250,2398,2105
2017,South,South Atlantic,South Carolina,4996673.417,Payer,Medicare,Standardized spending per capita,1954,2078,1827
2017,South,South Atlantic,South Carolina,4996673.417,Payer,OOP and other payers,Spending per capita,2100,2319,1883
2017,South,South Atlantic,South Carolina,4996673.417,Payer,OOP and other payers,Standardized spending per capita,2341,2628,2056
2017,South,South Atlantic,South Carolina,4996673.417,Payer,Private,Spending per capita,2973,3221,2730
2017,South,South Atlantic,South Carolina,4996673.417,Payer,Private,Standardized spending per capita,3721,4043,3411
2017,South,South Atlantic,South Carolina,4996673.417,TOC,Dental,Spending per capita,362,376,349
2017,South,South Atlantic,South Carolina,4996673.417,TOC,Home health,Spending per capita,267,289,246
2017,South,South Atlantic,South Carolina,4996673.417,TOC,Hospital,Spending per capita,3514,3620,3402
2017,South,South Atlantic,South Carolina,4996673.417,TOC,Other TOC,Spending per capita,519,565,476
2017,South,South Atlantic,South Carolina,4996673.417,TOC,Other professional,Spending per capita,239,255,225
2017,South,South Atlantic,South Carolina,4996673.417,TOC,Pharmaceuticals,Spending per capita,1379,1480,1274
2017,South,South Atlantic,South Carolina,4996673.417,TOC,Physician/clinical services,Spending per capita,1844,1913,1775
2017,South,South Atlantic,South Carolina,4996673.417,TOC,Skilled nursing,Spending per capita,429,449,408
2017,South,South Atlantic,South Carolina,4996673.417,Total,Total,Spending per capita,8553,8635,8471
2017,South,South Atlantic,South Carolina,4996673.417,Total,Total,Standardized spending per capita,9650,9791,9548
2017,South,South Atlantic,Virginia,8487724.33,Payer,Medicaid,Spending per capita,1018,1263,787
2017,South,South Atlantic,Virginia,8487724.33,Payer,Medicaid,Standardized spending per capita,1011,1255,779
2017,South,South Atlantic,Virginia,8487724.33,Payer,Medicare,Spending per capita,1779,1950,1613
2017,South,South Atlantic,Virginia,8487724.33,Payer,Medicare,Standardized spending per capita,1807,1983,1641
2017,South,South Atlantic,Virginia,8487724.33,Payer,OOP and other payers,Spending per capita,2817,3090,2521
2017,South,South Atlantic,Virginia,8487724.33,Payer,OOP and other payers,Standardized spending per capita,3025,3331,2708
2017,South,South Atlantic,Virginia,8487724.33,Payer,Private,Spending per capita,3381,3739,3014
2017,South,South Atlantic,Virginia,8487724.33,Payer,Private,Standardized spending per capita,3237,3571,2885
2017,South,South Atlantic,Virginia,8487724.33,TOC,Dental,Spending per capita,438,467,411
2017,South,South Atlantic,Virginia,8487724.33,TOC,Home health,Spending per capita,205,282,145
2017,South,South Atlantic,Virginia,8487724.33,TOC,Hospital,Spending per capita,3556,3617,3493
2017,South,South Atlantic,Virginia,8487724.33,TOC,Other TOC,Spending per capita,661,692,628
2017,South,South Atlantic,Virginia,8487724.33,TOC,Other professional,Spending per capita,273,290,257
2017,South,South Atlantic,Virginia,8487724.33,TOC,Pharmaceuticals,Spending per capita,1189,1236,1141
2017,South,South Atlantic,Virginia,8487724.33,TOC,Physician/clinical services,Spending per capita,2184,2238,2135
2017,South,South Atlantic,Virginia,8487724.33,TOC,Skilled nursing,Spending per capita,490,506,474
2017,South,South Atlantic,Virginia,8487724.33,Total,Total,Spending per capita,8995,9070,8920
2017,South,South Atlantic,Virginia,8487724.33,Total,Total,Standardized spending per capita,9157,9234,9090
2017,South,South Atlantic,West Virginia,1823248.162,Payer,Medicaid,Spending per capita,2201,2653,1791
2017,South,South Atlantic,West Virginia,1823248.162,Payer,Medicaid,Standardized spending per capita,2228,2716,1790
2017,South,South Atlantic,West Virginia,1823248.162,Payer,Medicare,Spending per capita,2810,3180,2469
2017,South,South Atlantic,West Virginia,1823248.162,Payer,Medicare,Standardized spending per capita,1842,2084,1621
2017,South,South Atlantic,West Virginia,1823248.162,Payer,OOP and other payers,Spending per capita,3755,4376,3191
2017,South,South Atlantic,West Virginia,1823248.162,Payer,OOP and other payers,Standardized spending per capita,3784,4466,3162
2017,South,South Atlantic,West Virginia,1823248.162,Payer,Private,Spending per capita,2975,3840,2163
2017,South,South Atlantic,West Virginia,1823248.162,Payer,Private,Standardized spending per capita,3877,5081,2809
2017,South,South Atlantic,West Virginia,1823248.162,TOC,Dental,Spending per capita,350,389,313
2017,South,South Atlantic,West Virginia,1823248.162,TOC,Home health,Spending per capita,350,395,310
2017,South,South Atlantic,West Virginia,1823248.162,TOC,Hospital,Spending per capita,5126,5373,4877
2017,South,South Atlantic,West Virginia,1823248.162,TOC,Other TOC,Spending per capita,1112,1201,1022
2017,South,South Atlantic,West Virginia,1823248.162,TOC,Other professional,Spending per capita,295,317,274
2017,South,South Atlantic,West Virginia,1823248.162,TOC,Pharmaceuticals,Spending per capita,1682,2024,1366
2017,South,South Atlantic,West Virginia,1823248.162,TOC,Physician/clinical services,Spending per capita,2187,2304,2067
2017,South,South Atlantic,West Virginia,1823248.162,TOC,Skilled nursing,Spending per capita,640,684,594
2017,South,South Atlantic,West Virginia,1823248.162,Total,Total,Spending per capita,11741,11821,11661
2017,South,South Atlantic,West Virginia,1823248.162,Total,Total,Standardized spending per capita,12423,12698,12206
2017,Midwest,West North Central,Iowa,3154525.735,Payer,Medicaid,Spending per capita,1487,1857,1151
2017,Midwest,West North Central,Iowa,3154525.735,Payer,Medicaid,Standardized spending per capita,1526,1905,1181
2017,Midwest,West North Central,Iowa,3154525.735,Payer,Medicare,Spending per capita,1941,2063,1812
2017,Midwest,West North Central,Iowa,3154525.735,Payer,Medicare,Standardized spending per capita,1577,1683,1472
2017,Midwest,West North Central,Iowa,3154525.735,Payer,OOP and other payers,Spending per capita,2631,2885,2395
2017,Midwest,West North Central,Iowa,3154525.735,Payer,OOP and other payers,Standardized spending per capita,2983,3279,2711
2017,Midwest,West North Central,Iowa,3154525.735,Payer,Private,Spending per capita,3432,3712,3148
2017,Midwest,West North Central,Iowa,3154525.735,Payer,Private,Standardized spending per capita,3709,4017,3405
2017,Midwest,West North Central,Iowa,3154525.735,TOC,Dental,Spending per capita,393,420,367
2017,Midwest,West North Central,Iowa,3154525.735,TOC,Home health,Spending per capita,211,227,195
2017,Midwest,West North Central,Iowa,3154525.735,TOC,Hospital,Spending per capita,3906,4026,3787
2017,Midwest,West North Central,Iowa,3154525.735,TOC,Other TOC,Spending per capita,875,918,833
2017,Midwest,West North Central,Iowa,3154525.735,TOC,Other professional,Spending per capita,308,324,292
2017,Midwest,West North Central,Iowa,3154525.735,TOC,Pharmaceuticals,Spending per capita,1304,1484,1150
2017,Midwest,West North Central,Iowa,3154525.735,TOC,Physician/clinical services,Spending per capita,1752,1799,1703
2017,Midwest,West North Central,Iowa,3154525.735,TOC,Skilled nursing,Spending per capita,743,765,719
2017,Midwest,West North Central,Iowa,3154525.735,Total,Total,Spending per capita,9492,9578,9406
2017,Midwest,West North Central,Iowa,3154525.735,Total,Total,Standardized spending per capita,10212,10304,10116
2017,Midwest,West North Central,Kansas,2927789.21,Payer,Medicaid,Spending per capita,996,1327,723
2017,Midwest,West North Central,Kansas,2927789.21,Payer,Medicaid,Standardized spending per capita,1055,1388,772
2017,Midwest,West North Central,Kansas,2927789.21,Payer,Medicare,Spending per capita,1911,2392,1517
2017,Midwest,West North Central,Kansas,2927789.21,Payer,Medicare,Standardized spending per capita,1819,2282,1445
2017,Midwest,West North Central,Kansas,2927789.21,Payer,OOP and other payers,Spending per capita,2349,3279,1488
2017,Midwest,West North Central,Kansas,2927789.21,Payer,OOP and other payers,Standardized spending per capita,2848,3981,1783
2017,Midwest,West North Central,Kansas,2927789.21,Payer,Private,Spending per capita,3679,4608,2681
2017,Midwest,West North Central,Kansas,2927789.21,Payer,Private,Standardized spending per capita,3893,4887,2841
2017,Midwest,West North Central,Kansas,2927789.21,TOC,Dental,Spending per capita,398,414,382
2017,Midwest,West North Central,Kansas,2927789.21,TOC,Home health,Spending per capita,172,209,140
2017,Midwest,West North Central,Kansas,2927789.21,TOC,Hospital,Spending per capita,3554,3686,3421
2017,Midwest,West North Central,Kansas,2927789.21,TOC,Other TOC,Spending per capita,639,820,492
2017,Midwest,West North Central,Kansas,2927789.21,TOC,Other professional,Spending per capita,313,335,293
2017,Midwest,West North Central,Kansas,2927789.21,TOC,Pharmaceuticals,Spending per capita,1287,1443,1142
2017,Midwest,West North Central,Kansas,2927789.21,TOC,Physician/clinical services,Spending per capita,1938,2064,1815
2017,Midwest,West North Central,Kansas,2927789.21,TOC,Skilled nursing,Spending per capita,636,671,602
2017,Midwest,West North Central,Kansas,2927789.21,Total,Total,Spending per capita,8936,9226,8646
2017,Midwest,West North Central,Kansas,2927789.21,Total,Total,Standardized spending per capita,9976,10044,9898
2017,Midwest,West North Central,Minnesota,5600986.696,Payer,Medicaid,Spending per capita,2060,2321,1802
2017,Midwest,West North Central,Minnesota,5600986.696,Payer,Medicaid,Standardized spending per capita,2014,2290,1758
2017,Midwest,West North Central,Minnesota,5600986.696,Payer,Medicare,Spending per capita,1887,2088,1698
2017,Midwest,West North Central,Minnesota,5600986.696,Payer,Medicare,Standardized spending per capita,1654,1830,1488
2017,Midwest,West North Central,Minnesota,5600986.696,Payer,OOP and other payers,Spending per capita,2637,3246,2058
2017,Midwest,West North Central,Minnesota,5600986.696,Payer,OOP and other payers,Standardized spending per capita,2924,3588,2270
2017,Midwest,West North Central,Minnesota,5600986.696,Payer,Private,Spending per capita,3836,4390,3360
2017,Midwest,West North Central,Minnesota,5600986.696,Payer,Private,Standardized spending per capita,3624,4144,3171
2017,Midwest,West North Central,Minnesota,5600986.696,TOC,Dental,Spending per capita,456,508,403
2017,Midwest,West North Central,Minnesota,5600986.696,TOC,Home health,Spending per capita,628,757,525
2017,Midwest,West North Central,Minnesota,5600986.696,TOC,Hospital,Spending per capita,4058,4169,3954
2017,Midwest,West North Central,Minnesota,5600986.696,TOC,Other TOC,Spending per capita,1179,1249,1116
2017,Midwest,West North Central,Minnesota,5600986.696,TOC,Other professional,Spending per capita,324,338,310
2017,Midwest,West North Central,Minnesota,5600986.696,TOC,Pharmaceuticals,Spending per capita,1096,1163,1036
2017,Midwest,West North Central,Minnesota,5600986.696,TOC,Physician/clinical services,Spending per capita,2010,2072,1947
2017,Midwest,West North Central,Minnesota,5600986.696,TOC,Skilled nursing,Spending per capita,668,690,649
2017,Midwest,West North Central,Minnesota,5600986.696,Total,Total,Spending per capita,10419,10635,10204
2017,Midwest,West North Central,Minnesota,5600986.696,Total,Total,Standardized spending per capita,10517,10596,10434
2017,Midwest,West North Central,Missouri,6138171.079,Payer,Medicaid,Spending per capita,1667,1854,1482
2017,Midwest,West North Central,Missouri,6138171.079,Payer,Medicaid,Standardized spending per capita,1795,2031,1566
2017,Midwest,West North Central,Missouri,6138171.079,Payer,Medicare,Spending per capita,2261,2415,2135
2017,Midwest,West North Central,Missouri,6138171.079,Payer,Medicare,Standardized spending per capita,1957,2102,1834
2017,Midwest,West North Central,Missouri,6138171.079,Payer,OOP and other payers,Spending per capita,2368,2628,2114
2017,Midwest,West North Central,Missouri,6138171.079,Payer,OOP and other payers,Standardized spending per capita,2712,3066,2394
2017,Midwest,West North Central,Missouri,6138171.079,Payer,Private,Spending per capita,3324,3566,3059
2017,Midwest,West North Central,Missouri,6138171.079,Payer,Private,Standardized spending per capita,3987,4333,3624
2017,Midwest,West North Central,Missouri,6138171.079,TOC,Dental,Spending per capita,334,350,317
2017,Midwest,West North Central,Missouri,6138171.079,TOC,Home health,Spending per capita,283,311,256
2017,Midwest,West North Central,Missouri,6138171.079,TOC,Hospital,Spending per capita,4242,4434,4036
2017,Midwest,West North Central,Missouri,6138171.079,TOC,Other TOC,Spending per capita,620,671,570
2017,Midwest,West North Central,Missouri,6138171.079,TOC,Other professional,Spending per capita,265,280,250
2017,Midwest,West North Central,Missouri,6138171.079,TOC,Pharmaceuticals,Spending per capita,1485,1850,1162
2017,Midwest,West North Central,Missouri,6138171.079,TOC,Physician/clinical services,Spending per capita,1793,1917,1668
2017,Midwest,West North Central,Missouri,6138171.079,TOC,Skilled nursing,Spending per capita,598,631,568
2017,Midwest,West North Central,Missouri,6138171.079,Total,Total,Spending per capita,9620,9785,9455
2017,Midwest,West North Central,Missouri,6138171.079,Total,Total,Standardized spending per capita,10863,11085,10705
2017,Midwest,West North Central,Nebraska,1926637.276,Payer,Medicaid,Spending per capita,1125,1465,837
2017,Midwest,West North Central,Nebraska,1926637.276,Payer,Medicaid,Standardized spending per capita,1179,1529,885
2017,Midwest,West North Central,Nebraska,1926637.276,Payer,Medicare,Spending per capita,1915,2170,1690
2017,Midwest,West North Central,Nebraska,1926637.276,Payer,Medicare,Standardized spending per capita,1842,2091,1619
2017,Midwest,West North Central,Nebraska,1926637.276,Payer,OOP and other payers,Spending per capita,3301,3896,2735
2017,Midwest,West North Central,Nebraska,1926637.276,Payer,OOP and other payers,Standardized spending per capita,3918,4638,3238
2017,Midwest,West North Central,Nebraska,1926637.276,Payer,Private,Spending per capita,3853,4510,3241
2017,Midwest,West North Central,Nebraska,1926637.276,Payer,Private,Standardized spending per capita,3930,4593,3299
2017,Midwest,West North Central,Nebraska,1926637.276,TOC,Dental,Spending per capita,378,398,359
2017,Midwest,West North Central,Nebraska,1926637.276,TOC,Home health,Spending per capita,125,155,100
2017,Midwest,West North Central,Nebraska,1926637.276,TOC,Hospital,Spending per capita,4332,4463,4204
2017,Midwest,West North Central,Nebraska,1926637.276,TOC,Other TOC,Spending per capita,725,756,693
2017,Midwest,West North Central,Nebraska,1926637.276,TOC,Other professional,Spending per capita,365,425,306
2017,Midwest,West North Central,Nebraska,1926637.276,TOC,Pharmaceuticals,Spending per capita,1487,1669,1329
2017,Midwest,West North Central,Nebraska,1926637.276,TOC,Physician/clinical services,Spending per capita,2078,2196,1964
2017,Midwest,West North Central,Nebraska,1926637.276,TOC,Skilled nursing,Spending per capita,704,734,674
2017,Midwest,West North Central,Nebraska,1926637.276,Total,Total,Spending per capita,10193,10278,10108
2017,Midwest,West North Central,Nebraska,1926637.276,Total,Total,Standardized spending per capita,11165,11235,11084
2017,Midwest,West North Central,North Dakota,747263.5265,Payer,Medicaid,Spending per capita,1833,2246,1492
2017,Midwest,West North Central,North Dakota,747263.5265,Payer,Medicaid,Standardized spending per capita,1726,2120,1398
2017,Midwest,West North Central,North Dakota,747263.5265,Payer,Medicare,Spending per capita,1770,2005,1566
2017,Midwest,West North Central,North Dakota,747263.5265,Payer,Medicare,Standardized spending per capita,1616,1828,1430
2017,Midwest,West North Central,North Dakota,747263.5265,Payer,OOP and other payers,Spending per capita,4517,4930,4111
2017,Midwest,West North Central,North Dakota,747263.5265,Payer,OOP and other payers,Standardized spending per capita,4678,5251,4124
2017,Midwest,West North Central,North Dakota,747263.5265,Payer,Private,Spending per capita,4021,4619,3420
2017,Midwest,West North Central,North Dakota,747263.5265,Payer,Private,Standardized spending per capita,3433,3930,2916
2017,Midwest,West North Central,North Dakota,747263.5265,TOC,Dental,Spending per capita,510,528,490
2017,Midwest,West North Central,North Dakota,747263.5265,TOC,Home health,Spending per capita,99,113,86
2017,Midwest,West North Central,North Dakota,747263.5265,TOC,Hospital,Spending per capita,5645,5816,5478
2017,Midwest,West North Central,North Dakota,747263.5265,TOC,Other TOC,Spending per capita,1206,1269,1147
2017,Midwest,West North Central,North Dakota,747263.5265,TOC,Other professional,Spending per capita,322,351,294
2017,Midwest,West North Central,North Dakota,747263.5265,TOC,Pharmaceuticals,Spending per capita,1420,1583,1277
2017,Midwest,West North Central,North Dakota,747263.5265,TOC,Physician/clinical services,Spending per capita,2048,2200,1902
2017,Midwest,West North Central,North Dakota,747263.5265,TOC,Skilled nursing,Spending per capita,892,939,845
2017,Midwest,West North Central,North Dakota,747263.5265,Total,Total,Spending per capita,12141,12235,12048
2017,Midwest,West North Central,North Dakota,747263.5265,Total,Total,Standardized spending per capita,11732,11881,11542
2017,Midwest,West North Central,South Dakota,868987.7753,Payer,Medicaid,Spending per capita,1174,1491,918
2017,Midwest,West North Central,South Dakota,868987.7753,Payer,Medicaid,Standardized spending per capita,1180,1500,913
2017,Midwest,West North Central,South Dakota,868987.7753,Payer,Medicare,Spending per capita,2146,2270,2027
2017,Midwest,West North Central,South Dakota,868987.7753,Payer,Medicare,Standardized spending per capita,1892,2005,1778
2017,Midwest,West North Central,South Dakota,868987.7753,Payer,OOP and other payers,Spending per capita,4483,4716,4233
2017,Midwest,West North Central,South Dakota,868987.7753,Payer,OOP and other payers,Standardized spending per capita,5007,5375,4661
2017,Midwest,West North Central,South Dakota,868987.7753,Payer,Private,Spending per capita,3894,4130,3663
2017,Midwest,West North Central,South Dakota,868987.7753,Payer,Private,Standardized spending per capita,3975,4217,3737
2017,Midwest,West North Central,South Dakota,868987.7753,TOC,Dental,Spending per capita,526,556,498
2017,Midwest,West North Central,South Dakota,868987.7753,TOC,Home health,Spending per capita,132,162,105
2017,Midwest,West North Central,South Dakota,868987.7753,TOC,Hospital,Spending per capita,5910,6060,5767
2017,Midwest,West North Central,South Dakota,868987.7753,TOC,Other TOC,Spending per capita,782,839,725
2017,Midwest,West North Central,South Dakota,868987.7753,TOC,Other professional,Spending per capita,333,345,322
2017,Midwest,West North Central,South Dakota,868987.7753,TOC,Pharmaceuticals,Spending per capita,1216,1348,1099
2017,Midwest,West North Central,South Dakota,868987.7753,TOC,Physician/clinical services,Spending per capita,2075,2220,1926
2017,Midwest,West North Central,South Dakota,868987.7753,TOC,Skilled nursing,Spending per capita,723,797,656
2017,Midwest,West North Central,South Dakota,868987.7753,Total,Total,Spending per capita,11697,11912,11483
2017,Midwest,West North Central,South Dakota,868987.7753,Total,Total,Standardized spending per capita,12389,12526,12222
2017,South,West South Central,Arkansas,2998859.601,Payer,Medicaid,Spending per capita,2080,2459,1737
2017,South,West South Central,Arkansas,2998859.601,Payer,Medicaid,Standardized spending per capita,2230,2649,1859
2017,South,West South Central,Arkansas,2998859.601,Payer,Medicare,Spending per capita,2275,2521,2044
2017,South,West South Central,Arkansas,2998859.601,Payer,Medicare,Standardized spending per capita,2028,2249,1820
2017,South,West South Central,Arkansas,2998859.601,Payer,OOP and other payers,Spending per capita,2140,2681,1637
2017,South,West South Central,Arkansas,2998859.601,Payer,OOP and other payers,Standardized spending per capita,2383,3007,1801
2017,South,West South Central,Arkansas,2998859.601,Payer,Private,Spending per capita,2629,2944,2306
2017,South,West South Central,Arkansas,2998859.601,Payer,Private,Standardized spending per capita,3407,3832,2994
2017,South,West South Central,Arkansas,2998859.601,TOC,Dental,Spending per capita,362,404,323
2017,South,West South Central,Arkansas,2998859.601,TOC,Home health,Spending per capita,234,262,211
2017,South,West South Central,Arkansas,2998859.601,TOC,Hospital,Spending per capita,3384,3601,3144
2017,South,West South Central,Arkansas,2998859.601,TOC,Other TOC,Spending per capita,918,1121,746
2017,South,West South Central,Arkansas,2998859.601,TOC,Other professional,Spending per capita,322,350,296
2017,South,West South Central,Arkansas,2998859.601,TOC,Pharmaceuticals,Spending per capita,1422,1608,1243
2017,South,West South Central,Arkansas,2998859.601,TOC,Physician/clinical services,Spending per capita,1970,2134,1810
2017,South,West South Central,Arkansas,2998859.601,TOC,Skilled nursing,Spending per capita,512,574,452
2017,South,West South Central,Arkansas,2998859.601,Total,Total,Spending per capita,9125,9424,8826
2017,South,West South Central,Arkansas,2998859.601,Total,Total,Standardized spending per capita,10602,10776,10472
2017,South,West South Central,Louisiana,4634713.005,Payer,Medicaid,Spending per capita,1976,2324,1639
2017,South,West South Central,Louisiana,4634713.005,Payer,Medicaid,Standardized spending per capita,2109,2499,1746
2017,South,West South Central,Louisiana,4634713.005,Payer,Medicare,Spending per capita,2330,2566,2106
2017,South,West South Central,Louisiana,4634713.005,Payer,Medicare,Standardized spending per capita,2305,2543,2084
2017,South,West South Central,Louisiana,4634713.005,Payer,OOP and other payers,Spending per capita,2291,2714,1882
2017,South,West South Central,Louisiana,4634713.005,Payer,OOP and other payers,Standardized spending per capita,2708,3206,2230
2017,South,West South Central,Louisiana,4634713.005,Payer,Private,Spending per capita,2879,3298,2425
2017,South,West South Central,Louisiana,4634713.005,Payer,Private,Standardized spending per capita,3302,3797,2777
2017,South,West South Central,Louisiana,4634713.005,TOC,Dental,Spending per capita,335,362,311
2017,South,West South Central,Louisiana,4634713.005,TOC,Home health,Spending per capita,341,372,313
2017,South,West South Central,Louisiana,4634713.005,TOC,Hospital,Spending per capita,3797,3902,3695
2017,South,West South Central,Louisiana,4634713.005,TOC,Other TOC,Spending per capita,706,823,599
2017,South,West South Central,Louisiana,4634713.005,TOC,Other professional,Spending per capita,300,323,279
2017,South,West South Central,Louisiana,4634713.005,TOC,Pharmaceuticals,Spending per capita,1502,1576,1430
2017,South,West South Central,Louisiana,4634713.005,TOC,Physician/clinical services,Spending per capita,2037,2166,1907
2017,South,West South Central,Louisiana,4634713.005,TOC,Skilled nursing,Spending per capita,457,475,440
2017,South,West South Central,Louisiana,4634713.005,Total,Total,Spending per capita,9475,9779,9171
2017,South,West South Central,Louisiana,4634713.005,Total,Total,Standardized spending per capita,10825,10939,10714
2017,South,West South Central,Oklahoma,3919101.042,Payer,Medicaid,Spending per capita,1426,1717,1189
2017,South,West South Central,Oklahoma,3919101.042,Payer,Medicaid,Standardized spending per capita,1483,1782,1240
